,G1643,,,,,,,,,,,"Emergency Shower, Horizontally Mounted, Plastic Shower Head",,,,"['Application: Emergency shower for horizontal mounting. ', ' Shower Head: 10"" diameter orange ABS plastic with 20 GPM flow control.', ' Valve: 1"" IPS chrome plated brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals. Furnished with stainless steel actuating arm and 29"" stainless steel pull rod.', ' Pipe and Fittings:  1"" IPS galvanized steel nipple with orange ABS plastic elbow.', ' Supply: 1"" NPT female inlet.', ' Sign: ANSI-compliant identification sign.', ' Available Options']",,"['>>G6040 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 50 gallons (189 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency shower or combination safety station. Depending on water supply size and pressure, valve can supply multiple units.>>PCC  All-polished chrome plated brass construction.>>GRN Safety green ABS plastic shower head.>>YEL Safety yellow ABS plastic shower head.>>AP280-200 Electric flashing light and alarm horn unit for mounting on wall or vertical pipe. Light illuminates and horn sounds when shower is activated. Furnished complete with flow switch and mounting hardware.>>AP250-015  Modesty curtain for horizontal shower installation.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1643.jpg,,,,,,"['http://www.gesafety.com../../downloads/G1643.pdf', 'http://www.gesafety.com../../downloads/G1643.pdf', 'http://www.gesafety.com../../downloads/pl-shower.pdf', 'http://www.gesafety.com../../downloads/G1643.doc']",,,,,,,,,,http://www.gesafety.com/products/showers/G1643.shtml,
,G1691,,,,,,,,,,,"Emergency Shower, Horizontally Mounted, All-Stainless Steel",,,,"['Application: All-stainless steel emergency shower for horizontal mounting. Ideal for use in areas where highly corrosive materials are handled, as well as in laboratory and clean room applications.', 'Shower Head: 10"" diameter stainless steel with 20 GPM flow control.', 'Valve: 1"" IPS stainless steel stay-open ball valve.  Valve has stainless steel ball and PTFE seals. Furnished with stainless steel actuating arm and 29"" stainless steel pull rod.', ' Pipe and Fittings: Schedule 40 stainless steel.', ' Supply: 1"" NPT female inlet.', ' Sign: ANSI-compliant identification sign.', ' Available Options']",,"['>>G6040 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 50 gallons (189 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency shower or combination safety station. Depending on water supply size and pressure, valve can supply multiple units.>> PSH Orange ABS plastic shower head.>>AP280-200  Electric flashing light and alarm horn unit for mounting on wall or vertical pipe. Light illuminates and horn sounds when shower is activated. Furnished complete with flow switch and mounting hardware.>>AP250-015 Modesty curtain for horizontal shower installation.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1691.jpg,,,,,,"['http://www.gesafety.com../../downloads/G1691.pdf', 'http://www.gesafety.com../../downloads/G1691.pdf', 'http://www.gesafety.com../../downloads/pl-shower.pdf', 'http://www.gesafety.com../../downloads/G1691.doc']",,,,,,,,,,http://www.gesafety.com/products/showers/G1691.shtml,
,G1662,,,,,,,,,,,"Emergency Shower, Free Standing, Plastic Shower Head",,,,"['Application: Free standing emergency shower.\n', ' Shower Head: 10"" diameter orange ABS plastic with 20 GPM flow control.', ' Valve: 1"" IPS chrome plated brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals. Furnished with stainless steel actuating arm and 29"" stainless steel pull rod.', ' Pipe and Fittings:  Schedule 40 galvanized steel. Furnished with orange polyethylene covers on piping for high visibility and corrosion resistance.', ' Supply: 1 1/4"" NPT female top or side inlet.', ' Sign: ANSI-compliant identification sign.', ' Available Options']",,"['>>G6040 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 50 gallons (189 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency shower or combination safety station. Depending on water supply size and pressure, valve can supply multiple units.>>SSH Stainless steel shower head.>>PCC All-polished chrome plated brass construction.>> GRN Safety green ABS plastic shower head.>>YEL Safety yellow ABS plastic shower head.>>HS Auxiliary hand-held drench hose for rinsing eyes, face or body. Unit has single FS-Plus™ spray type outlet head, self-closing valve with squeeze handle, 8 ft. reinforced PVC hose and mounting bracket.>>AP275-200 Electric flashing light and alarm horn unit for mounting on wall or vertical pipe. Light illuminates and horn sounds when shower is activated. Furnished complete with flow switch and mounting hardware.>>AP250-015 Modesty curtain for horizontal shower installation.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1662.jpg,,,,,,"['http://www.gesafety.com../../downloads/G1662.pdf', 'http://www.gesafety.com../../downloads/G1662.pdf', 'http://www.gesafety.com../../downloads/pl-shower.pdf', 'http://www.gesafety.com../../downloads/G1662.doc']",,,,,,,,,,http://www.gesafety.com/products/showers/G1662.shtml,
,G1696,,,,,,,,,,,"Emergency Shower, Free Standing, Stainless Steel Construction",,,,"['Application: Free standing emergency shower. Ideal for use in areas where highly corrosive materials are handled, as well as in laboratory and clean room applications.', ' Shower Head: 10"" diameter stainless steel with 20 GPM flow control.', ' Valve: 1” IPS stainless steel stay-open ball valve. Valve has stainless steel ball and PTFE seals. Furnished with stainless steel actuating arm and 29” stainless steel pull rod.', ' pipe and fittings: Schedule 40 stainless steel. Furnished with orange polyethylene covers on vertical piping for high visibility and corrosion resistance.', ' Supply: 1 1/4"" NPT female top or side inlet.', ' Sign: ANSI-compliant identification sign.', ' Available Options']",,"['>>G6040 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 50 gallons (189 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency shower or combination safety station. Depending on water supply size and pressure, valve can supply multiple units.>>AP275-200 Electric flashing light and alarm horn unit for mounting on wall or vertical pipe. Light illuminates and horn sounds when shower is activated. Furnished complete with flow switch and mounting hardware.>>AP250-015 Modesty curtain for horizontal shower installation.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1696.jpg,,,,,,"['http://www.gesafety.com../../downloads/G1696.pdf', 'http://www.gesafety.com../../downloads/G1696.pdf', 'http://www.gesafety.com../../downloads/pl-shower.pdf', 'http://www.gesafety.com../../downloads/G1696.doc']",,,,,,,,,,http://www.gesafety.com/products/showers/G1696.shtml,
,G1658,,,,,,,,,,,"Emergency Shower, Semi-Concealed, Stainless Steel Shower Head and Pipe",,,,"['Application: Emergency shower for semi-concealed mounting in a finished ceiling. Unit is designed for installation in ceilings 8-10 feet above finished floor. ', ' Shower Head: Shower head is 10"" diameter stainless steel with 20 GPM flow control. Furnished with vertical supply pipe and ceiling escutcheon for mounting shower head at desired height above finished floor.', ' Valve: 1"" IPS brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals. Furnished with stainless steel actuating arm, 63 1/2"" stainless steel pull rod and stainless steel ceiling guide plate.', ' Pipe and Fittings: Exposed pipe and ceiling escutcheon are brushed stainless steel.', ' Supply: 1"" NPT female inlet.', ' Sign: ANSI-compliant identification sign.', ' Available Options']",,"['>>G6040 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 50 gallons (189 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency shower or combination safety station. Depending on water supply size and pressure, valve can supply multiple units.>>PCC All-polished chrome plated brass construction.>>AP280-230 Electric flashing light and alarm horn unit for recess mounting in finished wall. Light illuminates and horn sounds when shower is activated. Furnished complete with flow switch and mounting hardware.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1658.jpg,,,,,,"['http://www.gesafety.com../../downloads/G1658.pdf', 'http://www.gesafety.com../../downloads/G1658.pdf', 'http://www.gesafety.com../../downloads/pl-shower.pdf', 'http://www.gesafety.com../../downloads/G1658.doc']",,,,,,,,,,http://www.gesafety.com/products/showers/G1658.shtml,
,G1629,,,,,,,,,,,"Emergency Shower, Recess Mounted, Stainless Steel Shower Head",,,,"['Application: Emergency shower for recess mounting in a finished ceiling or soffit. Shower is activated by rigid pull rod. ', ' Shower Head: 10"" diameter with 20 GPM flow control and flange for flush mounting in ceiling. Shower head is stainless steel with stainless steel face plate.', ' Valve: 1"" IPS brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals. Furnished with stainless steel actuating arm, 43"" stainless steel pull rod and stainless steel ceiling guide plate.', ' Pipe and Fittings:  1"" IPS galvanized steel.', ' Supply: 1"" NPT female inlet.', ' Sign: ANSI-compliant identification sign.', ' Note: ANSI Z358.1-2014 provides that shower heads be installed no more than 96"" above the finished floor. This unit should therefore not be installed in ceilings over 8 feet. For higher ceiling heights, we recommend the G1658 shower.', ' Available Options']",,"['>>G6040 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 50 gallons (189 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency shower or combination safety station. Depending on water supply size and pressure, valve can supply multiple units.>> AP280-230 Electric flashing light and alarm horn unit for recess mounting in finished wall. Light illuminates and horn sounds when shower is activated. Furnished complete with flow switch and mounting hardware.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1629.jpg,,,,,,"['http://www.gesafety.com../../downloads/G1629.pdf', 'http://www.gesafety.com../../downloads/G1629.pdf', 'http://www.gesafety.com../../downloads/pl-shower.pdf', 'http://www.gesafety.com../../downloads/G1629.doc']",,,,,,,,,,http://www.gesafety.com/products/showers/G1629.shtml,
,G1641,,,,,,,,,,,"Emergency Shower with Drench Hose, Horizontally Mounted, Plastic Shower Head",,,,"['Application: Emergency shower for horizontal mounting with auxiliary hand-held drench hose unit. ', 'Shower Head: 10"" diameter orange ABS plastic with 20 GPM flow control.', 'Valve: 1"" IPS chrome plated brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals. Furnished with stainless steel actuating arm and 29"" stainless steel pull rod.', 'Drench Hose Unit:  Auxiliary hand-held drench hose for rinsing eyes, face or body. Unit has single FS-Plus™ spray type outlet head, self-closing valve with squeeze handle, 8 ft. reinforced PVC hose and wall hook.', 'Pipe and Fittings: 1"" IPS galvanized steel with orange ABS plastic elbow.', 'Supply: 1"" NPT female inlet.', 'Sign: ANSI-compliant identification sign.', 'Available Options']",,"['>> G6040 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 50 gallons (189 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency shower or combination safety station. Depending on water supply size and pressure, valve can supply multiple units.>> SSH Stainless steel shower head.>> PCC All-polished chrome plated brass construction.>>  GRN Safety green ABS plastic shower head.>> YEL Safety yellow ABS plastic shower head.>>AP280-200 Electric flashing light and alarm horn unit for mounting on wall or vertical pipe. Light illuminates and horn sounds when shower is activated. Furnished complete with flow switch and mounting hardware.>>AP250-015 Modesty curtain for horizontal shower installation.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1641.jpg,,,,,,"['http://www.gesafety.com../../downloads/G1641.pdf', 'http://www.gesafety.com../../downloads/G1641.pdf', 'http://www.gesafety.com../../downloads/pl-shower.pdf', 'http://www.gesafety.com../../downloads/G1641.doc']",,,,,,,,,,http://www.gesafety.com/products/showers/G1641.shtml,
,G1814P,,,,,,,,,,,"Eyewash, Wall Mounted, Plastic Bowl",,,,"['Application: Eyewash with plastic bowl for wall mounting. Two GS-Plus™ spray-type outlet heads deliver a flood of water for rinsing eyes.', ' Spray Head Assembly:  Two GS-Plus™ spray heads. Each head has a “flip top” dust cover, internal flow control and filter to remove impurities from the water flow.', ' Valve: 1/2"" IPS chrome plated brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals.', ' Bowl: 11-3/4"" diameter orange ABS plastic.', ' Mounting: Heavy duty cast aluminum wall bracket with corrosion resistant powder coated finish.', 'Supply:  1/2"" NPT female inlet.', 'Waste: 1-1/4"" NPT female outlet.', 'Sign: ANSI-compliant identification sign.', 'Quality Assurance: Unit is completely assembled and water tested prior to shipment.', ' Available Options']",,"['>>G6020 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 13 gallons (49 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency eyewash, eye/face wash or drench hose unit. Depending on water supply size and pressure, valve can supply multiple units.>>GRN Green ABS plastic bowl.>>YEL Yellow ABS plastic bowl.>>HS Auxiliary hand-held drench hose for rinsing eyes, face or body.>>T  Chrome plated brass tailpiece and trap with 1-1/2"" IPS waste connection.>> TP 1-1/2"" OD Chrome plated brass tailpiece.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1814P.jpg,,,,,,"['http://www.gesafety.com/downloads/G1814P.pdf', 'http://www.gesafety.com../../downloads/G1814P.pdf', 'http://www.gesafety.com../../downloads/pl-eyewash.pdf', 'http://www.gesafety.com../../downloads/G1814P.doc']",,,,,,,,,,http://www.gesafety.com/products/eyewash/G1814P.shtml,
,G1814,,,,,,,,,,,"Eyewash, Wall Mounted, Stainless Steel Bowl",,,,"['Application: Eyewash with stainless steel bowl for wall mounting. Two GS-Plus™ spray-type outlet heads deliver a flood of water for rinsing eyes.', ' Spray Head Assembly:  Two GS-Plus™ spray heads. Each head has a “flip top” dust cover, internal flow control and filter to remove impurities from the water flow.', ' Valve: 1/2"" IPS chrome plated brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals.', ' Bowl: 11-1/8"" diameter stainless steel.', ' Mounting:  Heavy duty cast aluminum wall bracket with corrosion resistant powder coated finish.', 'Supply:  1/2"" NPT female inlet.', 'Waste: 1-1/4"" NPT female outlet.', 'Sign: ANSI-compliant identification sign.', 'Quality Assurance: Unit is completely assembled and water tested prior to shipment.', ' Available Options']",,"['>> G6020 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 13 gallons (49 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency eyewash, eye/face wash or drench hose unit. Depending on water supply size and pressure, valve can supply multiple units.>> BC Stainless steel bowl cover. Cover protects unit against contaminants. Cover is automatically raised when unit is activated.>> HS Auxiliary hand-held drench hose for rinsing eyes, face or body.>>T  Chrome plated brass tailpiece and trap with 1-1/2"" IPS waste connection.>> TP 1-1/2"" OD chrome plated brass tailpiece.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1814.jpg,,,,,,"['http://www.gesafety.com/downloads/G1814.pdf', 'http://www.gesafety.com../../downloads/G1814.pdf', 'http://www.gesafety.com../../downloads/pl-eyewash.pdf', 'http://www.gesafety.com../../downloads/G1814.doc']",,,,,,,,,,http://www.gesafety.com/products/eyewash/G1814.shtml,
,G1814BC,,,,,,,,,,,"Eyewash, Wall Mounted, Stainless Steel Bowl and Cover",,,,"['Application: Eyewash for wall mounting. Unit has stainless steel cover to protect bowl from dust, dirt and other contaminants. Two GS-Plus™ spray-type outlet heads deliver a flood of water for rinsing eyes.', ' Spray Head Assembly: Two GS-Plus™ spray heads. Each head has an internal flow control and filter to remove impurities from the water flow.', ' Valve: 1/2"" IPS chrome plated brass stay-open ball valve. Valve is US-made with chrome plated brass ball and PTFE seals.', ' Bowl: 11-1/2"" diameter stainless steel with bowl cover. Cover is raised automatically when flag handle is activated. Cover closes when handle is returned to closed position.', ' Mounting: Heavy duty cast aluminum wall bracket with corrosion resistent powder coated finish.', 'Supply:  1/2"" NPT female inlet.', 'Waste: 1-1/4"" NPT female outlet.', 'Sign: ANSI-compliant identification sign.', 'Quality Assurance: Unit is completely assembled and water tested prior to shipment.', ' Available Options']",,"['>>G6020 Thermostatic mixing valve to blend hot and cold water to deliver tepid water. Valve has flow capacity of 13 gallons (49 liters) per minute at 30 PSI (2.1 bar) pressure drop. Valve can be used to supply emergency eyewash, eye/face wash or drench hose unit. Depending on water supply size and pressure, valve can supply multiple units.>>HS Auxiliary hand-held drench hose for rinsing eyes, face or body.>>T  Chrome plated brass tailpiece and trap with 1-1/2"" IPS waste connection.>> TP 1-1/2"" OD chrome plated brass tailpiece.>>']",,,,,,http://www.gesafety.com/products/prod_images/G1814BC.jpg,,,,,,"['http://www.gesafety.com/downloads/G1814BC.pdf', 'http://www.gesafety.com../../downloads/G1814BC.pdf', 'http://www.gesafety.com../../downloads/pl-eyewash.pdf', 'http://www.gesafety.com../../downloads/G1814BC.doc']",,,,,,,,,,http://www.gesafety.com/products/eyewash/G1814BC.shtml,
